"","Waterbody","DATE","ISITE","FSITE","AccessSite","YEAR","MONTH","DAY","DOW","MODE","ANGCNT","ANGTRIPS","SDAY","EDAY","STIME","ST","ETIME","ET","TRIPHOURS","PARTYHOURS","CTRIP","TARGET","WAE","YEP"
"11","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","701","701","Bolles",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","6:30",6.5,"8:45",8.75,2.25,4.5,1,"LMB",0,0
"12","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","12:0",12,"17:45",17.75,5.75,17.25,1,"WAP",3,0
"13","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",1,1,"2021-7-1","2021-7-1","19:30",19.5,"21:0",21,1.5,1.5,1,"OTH",0,0
"14","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","7:30",7.5,"11:45",11.75,4.25,8.5,1,"WAP",0,0
"15","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","5:30",5.5,"13:15",13.25,7.75,15.5,1,"WAP",12,0
"16","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","701","701","Bolles",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","8:0",8,"12:0",12,4,8,1,"OTH",0,0
"17","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","6:0",6,"16:30",16.5,10.5,31.5,1,"WAP",6,0
"18","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","6:0",6,"12:15",12.25,6.25,12.5,1,"WAP",8,0
"19","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","5:15",5.25,"11:30",11.5,6.25,12.5,1,"WAP",3,0
"20","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","701","701","Bolles",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","18:30",18.5,"21:45",21.75,3.25,6.5,1,"LMB",0,0
"21","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","7:0",7,"14:0",14,7,14,1,"WAP",0,10
"22","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","5:30",5.5,"11:15",11.25,5.75,11.5,1,"LMB",0,0
"23","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","6:30",6.5,"9:45",9.75,3.25,6.5,1,"LMB",0,0
"24","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","701","701","Bolles",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","7:45",7.75,"13:30",13.5,5.75,11.5,1,"WAP",3,25
"25","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","7:0",7,"14:30",14.5,7.5,15,1,"WAP",2,20
"26","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","8:0",8,"14:30",14.5,6.5,13,1,"WAP",1,0
"27","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","701","701","Bolles",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","15:30",15.5,"21:30",21.5,6,18,1,"WAP",14,0
"28","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",1,1,"2021-7-1","2021-7-1","7:45",7.75,"10:30",10.5,2.75,2.75,1,"WAP",0,0
"29","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",5,1,"2021-7-1","2021-7-1","11:0",11,"17:45",17.75,6.75,33.75,1,"WAP",13,0
"30","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","701","701","Bolles",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","8:30",8.5,"15:0",15,6.5,19.5,1,"WAP",10,10
"31","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","9:0",9,"13:45",13.75,4.75,14.25,1,"WAP",0,1
"32","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","701","701","Bolles",2021,7,1,4,"BOAT",1,1,"2021-7-1","2021-7-1","10:0",10,"14:30",14.5,4.5,4.5,1,"WAP",0,0
"33","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","9:30",9.5,"14:30",14.5,5,10,1,"WAP",2,0
"34","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","6:15",6.25,"8:45",8.75,2.5,5,1,"WAP",1,0
"35","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","701","701","Bolles",2021,7,1,4,"BOAT",1,1,"2021-7-1","2021-7-1","9:0",9,"12:45",12.75,3.75,3.75,1,"WAP",3,0
"36","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",4,1,"2021-7-1","2021-7-1","9:30",9.5,"13:15",13.25,3.75,15,1,"WAP",2,0
"37","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","6:0",6,"9:45",9.75,3.75,7.5,1,"WAP",1,0
"38","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","7:30",7.5,"13:15",13.25,5.75,17.25,1,"WAP",3,0
"39","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",4,1,"2021-7-1","2021-7-1","6:0",6,"15:0",15,9,36,1,"WAP",5,0
"40","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","6:30",6.5,"12:15",12.25,5.75,17.25,1,"WAP",10,0
"41","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","5:15",5.25,"11:30",11.5,6.25,12.5,1,"WAP",3,0
"42","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","701","701","Bolles",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","9:0",9,"10:15",10.25,1.25,2.5,1,"WAP",0,0
"43","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","6:30",6.5,"14:30",14.5,8,16,1,"WAP",12,0
"44","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",4,1,"2021-7-1","2021-7-1","8:0",8,"18:0",18,10,40,1,"WAP",8,0
"45","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","5:30",5.5,"10:15",10.25,4.75,9.5,1,"WAP",3,0
"46","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","7:0",7,"12:30",12.5,5.5,16.5,1,"WAP",7,0
"47","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","7:30",7.5,"13:15",13.25,5.75,17.25,1,"WAP",3,0
"48","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",4,1,"2021-7-1","2021-7-1","6:45",6.75,"11:30",11.5,4.75,19,1,"WAP",8,0
"49","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","6:0",6,"12:15",12.25,6.25,12.5,1,"WAP",8,0
"50","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","7:30",7.5,"11:0",11,3.5,7,1,"WAP",0,1
"51","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","8:0",8,"15:45",15.75,7.75,15.5,1,"LMB",0,0
"52","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",1,1,"2021-7-1","2021-7-1","7:0",7,"13:15",13.25,6.25,6.25,1,"WAP",6,0
"53","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","701","701","Bolles",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","6:30",6.5,"11:0",11,4.5,9,1,"WAP",12,0
"54","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","7:30",7.5,"17:15",17.25,9.75,29.25,1,"WAP",18,0
"55","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","701","701","Bolles",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","7:0",7,"12:30",12.5,5.5,16.5,1,"WAP",2,0
"56","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",3,1,"2021-7-1","2021-7-1","6:30",6.5,"13:45",13.75,7.25,21.75,1,"WAP",18,0
"57","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",2,1,"2021-7-1","2021-7-1","11:30",11.5,"15:0",15,3.5,7,1,"WAP",0,0
"58","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",1,1,"2021-7-1","2021-7-1","20:0",20,"21:30",21.5,1.5,1.5,1,"WAP",3,0
"59","LK_ERIE_BUS_ROUTE_SIMU","2021-7-1","702","702","Sterling",2021,7,1,4,"BOAT",1,1,"2021-7-1","2021-7-1","7:0",7,"16:0",16,9,9,1,"WAP",0,7
"60","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",4,1,"2021-7-2","2021-7-2","7:0",7,"16:0",16,9,36,1,"WAP",23,3
"61","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","5:0",5,"8:45",8.75,3.75,7.5,1,"WAP",1,0
"62","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",3,1,"2021-7-2","2021-7-2","13:0",13,"17:15",17.25,4.25,12.75,1,"WAP",0,0
"63","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",4,1,"2021-7-2","2021-7-2","8:30",8.5,"13:45",13.75,5.25,21,1,"WAP",2,1
"64","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",4,1,"2021-7-2","2021-7-2","6:30",6.5,"14:30",14.5,8,32,1,"WAP",6,1
"65","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",1,1,"2021-7-2","2021-7-2","8:30",8.5,"14:30",14.5,6,6,1,"WAP",6,1
"66","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",4,1,"2021-7-2","2021-7-2","17:0",17,"20:45",20.75,3.75,15,1,"WAP",0,2
"67","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",3,1,"2021-7-2","2021-7-2","7:30",7.5,"13:45",13.75,6.25,18.75,1,"WAP",0,1
"68","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","5:0",5,"13:15",13.25,8.25,16.5,1,"WAP",4,0
"69","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","17:0",17,"21:0",21,4,8,1,"OTH",0,0
"70","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",3,1,"2021-7-2","2021-7-2","8:0",8,"15:15",15.25,7.25,21.75,1,"WAP",13,1
"71","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","701","701","Bolles",2021,7,2,5,"BOAT",4,1,"2021-7-2","2021-7-2","8:0",8,"11:0",11,3,12,1,"WAP",8,0
"72","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","9:0",9,"12:45",12.75,3.75,7.5,1,"WAP",12,0
"73","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","701","701","Bolles",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","6:0",6,"10:30",10.5,4.5,9,1,"WAP",12,0
"74","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","701","701","Bolles",2021,7,2,5,"BOAT",5,1,"2021-7-2","2021-7-2","6:0",6,"13:30",13.5,7.5,37.5,1,"WAP",1,0
"75","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","6:30",6.5,"9:45",9.75,3.25,6.5,1,"LMB",0,0
"76","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","8:0",8,"16:15",16.25,8.25,16.5,1,"WAP",1,0
"77","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",1,1,"2021-7-2","2021-7-2","7:0",7,"12:0",12,5,5,1,"WAP",3,0
"78","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","7:30",7.5,"12:45",12.75,5.25,10.5,1,"WAP",4,0
"79","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","5:0",5,"12:15",12.25,7.25,14.5,1,"WAP",0,0
"80","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","7:0",7,"14:30",14.5,7.5,15,1,"WAP",3,0
"81","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","701","701","Bolles",2021,7,2,5,"BOAT",1,1,"2021-7-2","2021-7-2","5:30",5.5,"8:30",8.5,3,3,1,"WAP",6,0
"82","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","701","701","Bolles",2021,7,2,5,"BOAT",4,1,"2021-7-2","2021-7-2","7:45",7.75,"14:45",14.75,7,28,1,"WAP",9,0
"83","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","7:30",7.5,"11:0",11,3.5,7,1,"WAP",0,1
"84","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","7:45",7.75,"10:30",10.5,2.75,5.5,1,"WAP",2,0
"85","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",3,1,"2021-7-2","2021-7-2","9:45",9.75,"13:30",13.5,3.75,11.25,1,"WAP",3,1
"86","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",4,1,"2021-7-2","2021-7-2","8:30",8.5,"15:15",15.25,6.75,27,1,"WAP",3,0
"87","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",4,1,"2021-7-2","2021-7-2","6:0",6,"11:45",11.75,5.75,23,1,"WAP",5,0
"88","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","6:0",6,"11:15",11.25,5.25,10.5,1,"WAP",0,0
"89","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","9:0",9,"14:0",14,5,10,1,"WAP",3,1
"90","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",3,1,"2021-7-2","2021-7-2","5:0",5,"10:30",10.5,5.5,16.5,1,"WAP",4,0
"91","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","6:45",6.75,"11:30",11.5,4.75,9.5,1,"WAP",5,0
"92","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","5:30",5.5,"11:30",11.5,6,12,1,"WAP",2,0
"93","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",1,1,"2021-7-2","2021-7-2","8:30",8.5,"13:30",13.5,5,5,1,"WAP",0,5
"94","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","701","701","Bolles",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","6:0",6,"11:30",11.5,5.5,11,1,"WAP",12,1
"95","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",3,1,"2021-7-2","2021-7-2","9:0",9,"16:15",16.25,7.25,21.75,1,"WAP",5,2
"96","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","11:0",11,"16:15",16.25,5.25,10.5,1,"WAP",8,1
"97","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","8:0",8,"15:0",15,7,14,1,"WAP",1,2
"98","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","11:30",11.5,"13:45",13.75,2.25,4.5,1,"WAP",2,0
"99","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","9:30",9.5,"15:0",15,5.5,11,1,"WAP",0,2
"100","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",4,1,"2021-7-2","2021-7-2","7:30",7.5,"11:30",11.5,4,16,1,"WAP",9,0
"101","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","701","701","Bolles",2021,7,2,5,"BOAT",4,1,"2021-7-2","2021-7-2","17:30",17.5,"20:45",20.75,3.25,13,1,"WAP",4,0
"102","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","7:0",7,"13:15",13.25,6.25,12.5,1,"WAP",12,0
"103","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",1,1,"2021-7-2","2021-7-2","7:45",7.75,"10:30",10.5,2.75,2.75,1,"WAP",0,0
"104","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",3,1,"2021-7-2","2021-7-2","8:30",8.5,"11:15",11.25,2.75,8.25,1,"WAP",0,1
"105","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",1,1,"2021-7-2","2021-7-2","7:0",7,"12:0",12,5,5,1,"WAP",2,1
"106","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","6:30",6.5,"12:30",12.5,6,12,1,"WAP",12,0
"107","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","701","701","Bolles",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","9:30",9.5,"14:30",14.5,5,10,1,"WAP",0,0
"108","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",1,1,"2021-7-2","2021-7-2","13:0",13,"16:30",16.5,3.5,3.5,1,"WAP",0,0
"109","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",3,1,"2021-7-2","2021-7-2","7:30",7.5,"17:15",17.25,9.75,29.25,1,"WAP",18,0
"110","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","14:0",14,"19:30",19.5,5.5,11,1,"WAP",2,0
"111","LK_ERIE_BUS_ROUTE_SIMU","2021-7-2","702","702","Sterling",2021,7,2,5,"BOAT",2,1,"2021-7-2","2021-7-2","14:0",14,"19:30",19.5,5.5,11,1,"WAP",2,0
"112","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","702","702","Sterling",2021,7,3,6,"BOAT",4,1,"2021-7-3","2021-7-3","17:0",17,"20:0",20,3,12,1,"WAP",0,0
"113","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","701","701","Bolles",2021,7,3,6,"BOAT",3,1,"2021-7-3","2021-7-3","15:30",15.5,"21:30",21.5,6,18,1,"WAP",14,0
"114","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","702","702","Sterling",2021,7,3,6,"BOAT",2,1,"2021-7-3","2021-7-3","11:0",11,"16:0",16,5,10,1,"WAP",5,0
"115","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","701","701","Bolles",2021,7,3,6,"BOAT",1,1,"2021-7-3","2021-7-3","6:30",6.5,"9:15",9.25,2.75,2.75,1,"WAP",6,0
"116","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","701","701","Bolles",2021,7,3,6,"BOAT",2,1,"2021-7-3","2021-7-3","6:30",6.5,"9:15",9.25,2.75,5.5,1,"WAP",12,0
"117","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","702","702","Sterling",2021,7,3,6,"BOAT",1,1,"2021-7-3","2021-7-3","8:0",8,"10:30",10.5,2.5,2.5,1,"WAP",0,0
"118","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","701","701","Bolles",2021,7,3,6,"BOAT",2,1,"2021-7-3","2021-7-3","6:0",6,"10:30",10.5,4.5,9,1,"WAP",7,0
"119","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","702","702","Sterling",2021,7,3,6,"BOAT",3,1,"2021-7-3","2021-7-3","8:0",8,"13:30",13.5,5.5,16.5,1,"WAP",1,1
"120","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","702","702","Sterling",2021,7,3,6,"BOAT",4,1,"2021-7-3","2021-7-3","19:0",19,"21:30",21.5,2.5,10,1,"WAP",0,0
"121","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","702","702","Sterling",2021,7,3,6,"BOAT",3,1,"2021-7-3","2021-7-3","12:30",12.5,"17:45",17.75,5.25,15.75,1,"WAP",0,25
"122","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","702","702","Sterling",2021,7,3,6,"BOAT",2,1,"2021-7-3","2021-7-3","8:0",8,"13:15",13.25,5.25,10.5,1,"WAP",4,0
"123","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","702","702","Sterling",2021,7,3,6,"BOAT",2,1,"2021-7-3","2021-7-3","7:30",7.5,"12:0",12,4.5,9,1,"WAP",5,0
"124","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","702","702","Sterling",2021,7,3,6,"BOAT",2,1,"2021-7-3","2021-7-3","5:0",5,"12:15",12.25,7.25,14.5,1,"WAP",0,0
"125","LK_ERIE_BUS_ROUTE_SIMU","2021-7-3","702","702","Sterling",2021,7,3,6,"BOAT",2,1,"2021-7-3","2021-7-3","9:30",9.5,"17:0",17,7.5,15,1,"WAP",7,0
