"","Waterbody","DATE","ISITE","FSITE","AccessSite","YEAR","MONTH","DAY","DOW","MODE","ANGCNT","ANGTRIPS","SDAY","EDAY","STIME","ST","ETIME","ET","TRIPHOURS","PARTYHOURS","CTRIP","TARGET","WAE","YEP"
"105","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","701","701","Bolles",2021,9,4,6,"BOAT",1,1,"2021-9-4","2021-9-4","9:0",9,"12:30",12.5,3.5,3.5,1,"WAP",0,12
"106","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","701","701","Bolles",2021,9,4,6,"BOAT",3,1,"2021-9-4","2021-9-4","6:0",6,"13:30",13.5,7.5,22.5,1,"WAP",0,50
"107","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",1,1,"2021-9-4","2021-9-4","5:0",5,"12:30",12.5,7.5,7.5,1,"WAP",0,12
"108","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","701","701","Bolles",2021,9,4,6,"BOAT",2,1,"2021-9-4","2021-9-4","7:0",7,"12:0",12,5,10,1,"WAP",0,1
"109","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",3,1,"2021-9-4","2021-9-4","12:30",12.5,"17:45",17.75,5.25,15.75,1,"WAP",0,20
"110","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","701","701","Bolles",2021,9,4,6,"BOAT",2,1,"2021-9-4","2021-9-4","7:45",7.75,"13:45",13.75,6,12,1,"WAP",2,0
"111","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","701","701","Bolles",2021,9,4,6,"BOAT",4,1,"2021-9-4","2021-9-4","8:0",8,"14:30",14.5,6.5,26,1,"WAP",0,6
"112","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",2,1,"2021-9-4","2021-9-4","8:0",8,"13:0",13,5,10,1,"WAP",0,12
"113","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","701","701","Bolles",2021,9,4,6,"BOAT",2,1,"2021-9-4","2021-9-4","6:30",6.5,"12:15",12.25,5.75,11.5,1,"WAP",0,12
"114","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","701","701","Bolles",2021,9,4,6,"BOAT",2,1,"2021-9-4","2021-9-4","8:0",8,"14:0",14,6,12,1,"WAP",0,6
"115","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",3,1,"2021-9-4","2021-9-4","13:0",13,"17:0",17,4,12,1,"OTH",0,0
"116","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",3,1,"2021-9-4","2021-9-4","7:0",7,"12:15",12.25,5.25,15.75,1,"WAP",0,15
"117","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",1,1,"2021-9-4","2021-9-4","13:30",13.5,"18:0",18,4.5,4.5,1,"OTH",0,0
"118","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","701","701","Bolles",2021,9,4,6,"BOAT",2,1,"2021-9-4","2021-9-4","7:30",7.5,"10:15",10.25,2.75,5.5,1,"WAP",0,10
"119","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",3,1,"2021-9-4","2021-9-4","10:30",10.5,"13:0",13,2.5,7.5,1,"WAP",0,0
"120","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",4,1,"2021-9-4","2021-9-4","8:30",8.5,"12:0",12,3.5,14,1,"WAP",0,0
"121","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",1,1,"2021-9-4","2021-9-4","9:30",9.5,"15:15",15.25,5.75,5.75,1,"OTH",0,0
"122","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",2,1,"2021-9-4","2021-9-4","9:30",9.5,"16:30",16.5,7,14,1,"WAP",0,18
"123","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","701","701","Bolles",2021,9,4,6,"BOAT",2,1,"2021-9-4","2021-9-4","14:0",14,"19:30",19.5,5.5,11,1,"WAP",0,0
"124","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",1,1,"2021-9-4","2021-9-4","10:30",10.5,"14:30",14.5,4,4,1,"WAP",0,2
"125","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",4,1,"2021-9-4","2021-9-4","7:0",7,"13:0",13,6,24,1,"WAP",0,20
"126","LK_ERIE_BUS_ROUTE_SIMU","2021-9-4","702","702","Sterling",2021,9,4,6,"BOAT",3,1,"2021-9-4","2021-9-4","12:0",12,"16:30",16.5,4.5,13.5,1,"WAP",0,10
